gene,aINS_female,Cg25_female,dlPFC_female,Nac_female,OFC_female,Sub_female,GENENAME,SYMBOL,exclusive
ENSG00000104763,0,0,1,0,0,0,N-acylsphingosine amidohydrolase 1,ASAH1,1
ENSG00000134007,0,0,1,0,0,0,ADAM metallopeptidase domain 20,ADAM20,1
ENSG00000189292,0,0,1,0,0,0,ALK and LTK ligand 2,ALKAL2,1
ENSG00000135678,0,0,1,0,0,0,carboxypeptidase M,CPM,1
ENSG00000177663,0,0,1,0,0,0,interleukin 17 receptor A,IL17RA,1
ENSG00000124733,0,0,1,0,0,0,male-enhanced antigen 1,MEA1,1
ENSG00000121039,0,0,1,0,0,0,retinol dehydrogenase 10,RDH10,1
ENSG00000116205,0,0,1,0,0,0,transcription elongation factor A N-terminal and central domain containing 2,TCEANC2,1
ENSG00000123610,0,0,1,0,0,0,TNF alpha induced protein 6,TNFAIP6,1
ENSG00000171970,0,0,1,0,0,0,zinc finger protein 57,ZNF57,1
ENSG00000179813,0,0,0,1,0,0,family with sequence similarity 216 member B,FAM216B,1
ENSG00000213085,0,0,0,1,0,0,cilia and flagella associated protein 45,CFAP45,1
ENSG00000077327,0,0,0,1,0,0,sperm associated antigen 6,SPAG6,1
ENSG00000197057,0,0,0,1,0,0,death domain containing 1,DTHD1,1
ENSG00000185149,0,0,0,1,0,0,neuropeptide Y receptor Y2,NPY2R,1
ENSG00000170160,0,0,0,1,0,0,coiled-coil domain containing 144A,CCDC144A,1
ENSG00000268500,0,0,0,1,0,0,NA,NA,1
ENSG00000105607,0,0,0,1,0,0,glutaryl-CoA dehydrogenase,GCDH,1
ENSG00000162643,0,0,0,1,0,0,WD repeat domain 63,WDR63,1
ENSG00000133639,0,0,0,1,0,0,BTG anti-proliferation factor 1,BTG1,1
ENSG00000155287,0,0,0,1,0,0,solute carrier family 25 member 28,SLC25A28,1
ENSG00000188933,0,0,0,1,0,0,ubiquitin specific peptidase 32 pseudogene 1,USP32P1,1
ENSG00000055118,0,0,0,1,0,0,potassium voltage-gated channel subfamily H member 2,KCNH2,1
ENSG00000090238,0,0,0,1,0,0,yippee like 3,YPEL3,1
ENSG00000198815,0,0,0,1,0,0,forkhead box J3,FOXJ3,1
ENSG00000129009,0,0,0,1,0,0,immunoglobulin superfamily containing leucine rich repeat,ISLR,1
ENSG00000166448,0,0,0,1,0,0,transmembrane protein 130,TMEM130,1
ENSG00000140488,0,0,0,1,0,0,CUGBP Elav-like family member 6,CELF6,1
ENSG00000151092,0,0,0,1,0,0,N-glycanase 1,NGLY1,1
ENSG00000178397,0,0,0,1,0,0,family with sequence similarity 220 member A,FAM220A,1
ENSG00000131323,0,0,0,1,0,0,TNF receptor associated factor 3,TRAF3,1
ENSG00000101945,0,0,0,1,0,0,suppressor of variegation 3-9 homolog 1,SUV39H1,1
ENSG00000118689,0,0,0,1,0,0,forkhead box O3,FOXO3,1
ENSG00000136156,0,0,0,1,0,0,integral membrane protein 2B,ITM2B,1
ENSG00000150051,0,0,0,1,0,0,mohawk homeobox,MKX,1
ENSG00000114354,0,0,0,1,0,0,trafficking from ER to golgi regulator,TFG,1
ENSG00000138623,0,0,0,1,0,0,semaphorin 7A (John Milton Hagen blood group),SEMA7A,1
ENSG00000105976,0,0,0,1,0,0,"MET proto-oncogene, receptor tyrosine kinase",MET,1
ENSG00000157502,0,0,0,1,0,0,PWWP domain containing 3B,PWWP3B,1
ENSG00000197177,0,0,0,1,0,0,adhesion G protein-coupled receptor A1,ADGRA1,1
ENSG00000065609,0,0,0,1,0,0,synaptosome associated protein 91,SNAP91,1
ENSG00000009830,0,0,0,1,0,0,protein O-mannosyltransferase 2,POMT2,1
ENSG00000122034,0,0,0,1,0,0,general transcription factor IIIA,GTF3A,1
ENSG00000159840,0,0,0,1,0,0,zyxin,ZYX,1
ENSG00000198133,0,0,0,1,0,0,transmembrane protein 229B,TMEM229B,1
ENSG00000197826,0,0,0,1,0,0,cilia and flagella associated protein 299,CFAP299,1
ENSG00000257591,0,0,0,1,0,0,zinc finger protein 625,ZNF625,1
ENSG00000144191,0,0,0,1,0,0,cyclic nucleotide gated channel subunit alpha 3,CNGA3,1
ENSG00000103245,0,0,0,1,0,0,cytosolic iron-sulfur assembly component 3,CIAO3,1
ENSG00000107404,0,0,0,1,0,0,dishevelled segment polarity protein 1,DVL1,1
ENSG00000166840,0,0,0,1,0,0,glycine-N-acyltransferase like 1,GLYATL1,1
ENSG00000165175,0,0,0,1,0,0,MID1 interacting protein 1,MID1IP1,1
ENSG00000170185,0,0,0,1,0,0,ubiquitin specific peptidase 38,USP38,1
ENSG00000137166,0,0,0,1,0,0,forkhead box P4,FOXP4,1
ENSG00000166532,0,0,0,1,0,0,ribosomal modification protein rimK like family member B,RIMKLB,1
ENSG00000048052,0,0,0,1,0,0,histone deacetylase 9,HDAC9,1
ENSG00000188042,0,0,0,1,0,0,ADP ribosylation factor like GTPase 4C,ARL4C,1
ENSG00000164087,0,0,0,1,0,0,POC1 centriolar protein A,POC1A,1
ENSG00000146469,0,0,0,1,0,0,vasoactive intestinal peptide,VIP,1
ENSG00000099957,0,0,0,1,0,0,purinergic receptor P2X 6,P2RX6,1
ENSG00000128564,0,0,0,1,0,0,VGF nerve growth factor inducible,VGF,1
ENSG00000152611,0,0,0,1,0,0,calcyphosine like,CAPSL,1
ENSG00000163032,0,0,0,1,0,0,visinin like 1,VSNL1,1
ENSG00000178602,0,0,0,1,0,0,otospiralin,OTOS,1
ENSG00000184156,0,0,0,1,0,0,potassium voltage-gated channel subfamily Q member 3,KCNQ3,1
ENSG00000129824,0,0,0,1,0,0,ribosomal protein S4 Y-linked 1,RPS4Y1,1
ENSG00000078098,0,0,0,1,0,0,fibroblast activation protein alpha,FAP,1
ENSG00000218891,0,0,0,1,0,0,zinc finger protein 579,ZNF579,1
ENSG00000196843,0,0,0,1,0,0,AT-rich interaction domain 5A,ARID5A,1
ENSG00000079101,0,0,0,1,0,0,clusterin like 1,CLUL1,1
ENSG00000169203,0,0,0,1,0,0,nuclear pore complex interacting protein family member B12,NPIPB12,1
ENSG00000155087,0,0,0,1,0,0,outer dense fiber of sperm tails 1,ODF1,1
ENSG00000197208,0,0,0,1,0,0,solute carrier family 22 member 4,SLC22A4,1
ENSG00000121900,0,0,0,1,0,0,transmembrane protein 54,TMEM54,1
ENSG00000105048,0,0,0,1,0,0,"troponin T1, slow skeletal type",TNNT1,1
ENSG00000241343,0,0,0,0,1,0,ribosomal protein L36a,RPL36A,1
ENSG00000135486,0,0,0,0,1,0,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,1
ENSG00000244687,0,0,0,0,1,0,ubiquitin conjugating enzyme E2 V1,UBE2V1,1
ENSG00000072501,0,0,0,0,1,0,structural maintenance of chromosomes 1A,SMC1A,1
ENSG00000122566,0,0,0,0,1,0,heterogeneous nuclear ribonucleoprotein A2/B1,HNRNPA2B1,1
ENSG00000089335,0,0,0,0,1,0,zinc finger protein 302,ZNF302,1
ENSG00000112357,0,0,0,0,1,0,peroxisomal biogenesis factor 7,PEX7,1
ENSG00000198938,0,0,0,0,1,0,cytochrome c oxidase III,COX3,1
ENSG00000204576,0,0,0,0,1,0,proline rich 3,PRR3,1
ENSG00000096746,0,0,0,0,1,0,heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,1
ENSG00000184208,0,0,0,0,1,0,CTA-216E10.6,C22orf46,1
ENSG00000115053,0,0,0,0,1,0,nucleolin,NCL,1
ENSG00000162755,0,0,0,0,1,0,kelch domain containing 9,KLHDC9,1
ENSG00000198824,0,0,0,0,1,0,chromosome alignment maintaining phosphoprotein 1,CHAMP1,1
ENSG00000105323,0,0,0,0,1,0,heterogeneous nuclear ribonucleoprotein U like 1,HNRNPUL1,1
ENSG00000189089,0,0,0,0,1,0,NA,NA,1
ENSG00000111481,0,0,0,0,1,0,coatomer protein complex subunit zeta 1,COPZ1,1
ENSG00000170043,0,0,0,0,1,0,trafficking protein particle complex 1,TRAPPC1,1
ENSG00000117410,0,0,0,0,1,0,ATPase H+ transporting V0 subunit b,ATP6V0B,1
ENSG00000213235,0,0,0,0,1,0,NA,NA,1
ENSG00000131469,0,0,0,0,1,0,ribosomal protein L27,RPL27,1
ENSG00000165215,0,0,0,0,1,0,claudin 3,CLDN3,1
ENSG00000130749,0,0,0,0,1,0,zinc finger CCCH-type containing 4,ZC3H4,1
ENSG00000127922,0,0,0,0,1,0,SEM1 26S proteasome complex subunit,SEM1,1
ENSG00000254870,0,0,0,0,1,0,ATP6V1G2-DDX39B readthrough (NMD candidate),ATP6V1G2-DDX39B,1
ENSG00000100941,0,0,0,0,1,0,"pinin, desmosome associated protein",PNN,1
ENSG00000105372,0,0,0,0,1,0,ribosomal protein S19,RPS19,1
ENSG00000248527,0,0,0,0,1,0,NA,NA,1
ENSG00000188243,0,0,0,0,1,0,COMM domain containing 6,COMMD6,1
ENSG00000225067,0,0,0,0,1,0,NA,NA,1
ENSG00000213018,0,0,0,0,1,0,NA,NA,1
ENSG00000114455,0,0,0,0,1,0,HERV-H LTR-associating 2,HHLA2,1
ENSG00000248592,0,0,0,0,1,0,STIMATE-MUSTN1 readthrough,STIMATE-MUSTN1,1
ENSG00000139291,0,0,0,0,1,0,transmembrane protein 19,TMEM19,1
ENSG00000125386,0,0,0,0,1,0,family with sequence similarity 193 member A,FAM193A,1
ENSG00000227694,0,0,0,0,1,0,NA,NA,1
ENSG00000181038,0,0,0,0,1,0,methyltransferase like 23,METTL23,1
ENSG00000204104,0,0,0,0,1,0,TRAF3 interacting protein 1,TRAF3IP1,1
ENSG00000198918,0,0,0,0,1,0,ribosomal protein L39,RPL39,1
ENSG00000111843,0,0,0,0,1,0,transmembrane protein 14C,TMEM14C,1
ENSG00000160818,0,0,0,0,1,0,G-patch domain containing 4,GPATCH4,1
ENSG00000126005,0,0,0,0,1,0,MMP24 opposite strand,MMP24OS,1
ENSG00000108349,0,0,0,0,1,0,CASC3 exon junction complex subunit,CASC3,1
ENSG00000132478,0,0,0,0,1,0,unk zinc finger,UNK,1
ENSG00000101844,0,0,0,0,1,0,autophagy related 4A cysteine peptidase,ATG4A,1
ENSG00000127540,0,0,0,0,1,0,"ubiquinol-cytochrome c reductase, complex III subunit XI",UQCR11,1
ENSG00000124614,0,0,0,0,1,0,ribosomal protein S10,RPS10,1
ENSG00000130816,0,0,0,0,1,0,DNA methyltransferase 1,DNMT1,1
ENSG00000179085,0,0,0,0,1,0,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory",DPM3,1
ENSG00000168066,0,0,0,0,1,0,splicing factor 1,SF1,1
ENSG00000161328,0,0,0,0,1,0,leucine rich repeat containing 56,LRRC56,1
ENSG00000183978,0,0,0,0,1,0,cytochrome c oxidase assembly factor 3,COA3,1
ENSG00000249768,0,0,0,0,1,0,NA,NA,1
ENSG00000177464,0,0,0,0,1,0,G protein-coupled receptor 4,GPR4,1
ENSG00000122515,0,0,0,0,1,0,zinc finger MIZ-type containing 2,ZMIZ2,1
ENSG00000233927,0,0,0,0,1,0,ribosomal protein S28,RPS28,1
ENSG00000136536,0,0,0,0,1,0,membrane associated ring-CH-type finger 7,MARCHF7,1
ENSG00000113845,0,0,0,0,1,0,translocase of inner mitochondrial membrane domain containing 1,TIMMDC1,1
ENSG00000177144,0,0,0,0,1,0,nudix hydrolase 4B,NUDT4B,1
ENSG00000205937,0,0,0,0,1,0,RNA binding protein with serine rich domain 1,RNPS1,1
ENSG00000143442,0,0,0,0,1,0,pogo transposable element derived with ZNF domain,POGZ,1
ENSG00000168060,0,0,0,0,1,0,N-acetylated alpha-linked acidic dipeptidase like 1,NAALADL1,1
ENSG00000120992,0,0,0,0,1,0,lysophospholipase 1,LYPLA1,1
ENSG00000204923,0,0,0,0,1,0,F-box protein 48,FBXO48,1
ENSG00000170632,0,0,0,0,1,0,armadillo repeat containing 10,ARMC10,1
ENSG00000101040,0,0,0,0,1,0,zinc finger MYND-type containing 8,ZMYND8,1
ENSG00000165271,0,0,0,0,1,0,nucleolar protein 6,NOL6,1
ENSG00000143742,0,0,0,0,1,0,signal recognition particle 9,SRP9,1
ENSG00000166444,0,0,0,0,1,0,DENN domain containing 2B,DENND2B,1
ENSG00000131467,0,0,0,0,1,0,proteasome activator subunit 3,PSME3,1
ENSG00000135070,0,0,0,0,1,0,iron-sulfur cluster assembly 1,ISCA1,1
ENSG00000136238,0,0,0,0,1,0,Rac family small GTPase 1,RAC1,1
ENSG00000080802,0,0,0,0,1,0,CCR4-NOT transcription complex subunit 4,CNOT4,1
ENSG00000166971,0,0,0,0,1,0,AKT interacting protein,AKTIP,1
ENSG00000204370,0,0,0,0,1,0,succinate dehydrogenase complex subunit D,SDHD,1
ENSG00000090905,0,0,0,0,1,0,trinucleotide repeat containing adaptor 6A,TNRC6A,1
ENSG00000213420,0,0,0,0,1,0,glypican 2,GPC2,1
ENSG00000136573,0,0,0,0,1,0,"BLK proto-oncogene, Src family tyrosine kinase",BLK,1
ENSG00000233163,0,0,0,0,1,0,NA,NA,1
ENSG00000169221,0,0,0,0,1,0,TBC1 domain family member 10B,TBC1D10B,1
ENSG00000224578,0,0,0,0,1,0,NA,NA,1
ENSG00000128059,0,0,0,0,1,0,phosphoribosyl pyrophosphate amidotransferase,PPAT,1
ENSG00000180264,0,0,0,0,1,0,adhesion G protein-coupled receptor D2,ADGRD2,1
ENSG00000183161,0,0,0,0,1,0,FA complementation group F,FANCF,1
ENSG00000055070,0,0,0,0,1,0,SUZ RNA binding domain containing 1,SZRD1,1
ENSG00000106344,0,0,0,0,1,0,RNA binding motif protein 28,RBM28,1
ENSG00000178449,0,0,0,0,1,0,cytochrome c oxidase assembly factor COX14,COX14,1
ENSG00000150625,0,0,0,0,1,0,glycoprotein M6A,GPM6A,1
ENSG00000203618,0,0,0,0,1,0,glycoprotein Ib platelet subunit beta,GP1BB,1
ENSG00000181873,0,0,0,0,1,0,iron-sulfur cluster assembly factor IBA57,IBA57,1
ENSG00000112031,0,0,0,0,1,0,mitochondrial translational release factor 1 like,MTRF1L,1
ENSG00000164967,0,0,0,0,1,0,ribonuclease P/MRP subunit p25 like,RPP25L,1
ENSG00000242221,0,0,0,0,1,0,pregnancy specific beta-1-glycoprotein 2,PSG2,1
ENSG00000147138,0,0,0,0,1,0,G protein-coupled receptor 174,GPR174,1
ENSG00000198744,0,0,0,0,1,0,NA,NA,1
ENSG00000120159,0,0,0,0,1,0,caspase activity and apoptosis inhibitor 1,CAAP1,1
ENSG00000279800,0,0,0,0,1,0,NA,NA,1
ENSG00000148337,0,0,0,0,1,0,CDKN1A interacting zinc finger protein 1,CIZ1,1
ENSG00000177576,0,0,0,0,1,0,chromosome 18 open reading frame 32,C18orf32,1
ENSG00000203950,0,0,0,0,1,0,retrotransposon Gag like 8A,RTL8A,1
ENSG00000162231,0,0,0,0,1,0,nuclear RNA export factor 1,NXF1,1
ENSG00000253251,0,0,0,0,1,0,shieldin complex subunit 3,SHLD3,1
ENSG00000197472,0,0,0,0,1,0,zinc finger protein 695,ZNF695,1
ENSG00000135363,0,0,0,0,1,0,LIM domain only 2,LMO2,1
ENSG00000160392,0,0,0,0,1,0,chromosome 19 open reading frame 47,C19orf47,1
ENSG00000143569,0,0,0,0,1,0,ubiquitin associated protein 2 like,UBAP2L,1
ENSG00000198019,0,0,0,0,1,0,Fc fragment of IgG receptor Ib,FCGR1B,1
ENSG00000164393,0,0,0,0,1,0,adhesion G protein-coupled receptor F2,ADGRF2,1
ENSG00000100804,0,0,0,0,1,0,proteasome 20S subunit beta 5,PSMB5,1
ENSG00000143570,0,0,0,0,1,0,solute carrier family 39 member 1,SLC39A1,1
ENSG00000102390,0,0,0,0,1,0,polysaccharide biosynthesis domain containing 1,PBDC1,1
ENSG00000204060,0,0,0,0,1,0,forkhead box O6,FOXO6,1
ENSG00000117448,0,0,0,0,1,0,aldo-keto reductase family 1 member A1,AKR1A1,1
ENSG00000276291,0,0,0,0,1,0,NA,NA,1
ENSG00000157657,0,0,0,0,1,0,zinc finger protein 618,ZNF618,1
ENSG00000142408,0,0,0,0,1,0,calcium voltage-gated channel auxiliary subunit gamma 8,CACNG8,1
ENSG00000141456,0,0,0,0,1,0,"proline, glutamate and leucine rich protein 1",PELP1,1
ENSG00000173041,0,0,0,0,1,0,zinc finger protein 680,ZNF680,1
ENSG00000140995,0,0,0,0,1,0,differentially expressed in FDCP 8 homolog,DEF8,1
ENSG00000149932,0,0,0,0,1,0,transmembrane protein 219,TMEM219,1
ENSG00000116906,0,0,0,0,1,0,glyceronephosphate O-acyltransferase,GNPAT,1
ENSG00000102524,0,0,0,0,1,0,TNF superfamily member 13b,TNFSF13B,1
ENSG00000226632,0,0,0,0,1,0,NA,NA,1
ENSG00000197982,0,0,0,0,1,0,chromosome 1 open reading frame 122,C1orf122,1
ENSG00000136938,0,0,0,0,1,0,acidic nuclear phosphoprotein 32 family member B,ANP32B,1
ENSG00000105698,0,0,0,0,1,0,"upstream transcription factor 2, c-fos interacting",USF2,1
ENSG00000173559,0,0,0,0,1,0,nucleic acid binding protein 1,NABP1,1
ENSG00000170315,0,0,0,0,1,0,ubiquitin B,UBB,1
ENSG00000132388,0,0,0,0,1,0,ubiquitin conjugating enzyme E2 G1,UBE2G1,1
ENSG00000142751,0,0,0,0,1,0,GPN-loop GTPase 2,GPN2,1
ENSG00000180953,0,0,0,0,1,0,suppressor of tumorigenicity 20,ST20,1
ENSG00000143450,0,0,0,0,1,0,ornithine decarboxylase antizyme 3,OAZ3,1
ENSG00000247627,0,0,0,0,1,0,NA,NA,1
ENSG00000163382,0,0,0,0,1,0,NAD(P)HX epimerase,NAXE,1
ENSG00000240435,0,0,0,0,1,0,NA,NA,1
ENSG00000188186,0,0,0,0,1,0,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",LAMTOR4,1
ENSG00000151665,0,0,0,0,1,0,phosphatidylinositol glycan anchor biosynthesis class F,PIGF,1
ENSG00000213920,0,0,0,0,1,0,magnesium dependent phosphatase 1,MDP1,1
ENSG00000063177,0,0,0,0,1,0,ribosomal protein L18,RPL18,1
ENSG00000229014,0,0,0,0,1,0,NA,NA,1
ENSG00000173451,0,0,0,0,1,0,THAP domain containing 2,THAP2,1
ENSG00000175467,0,0,0,0,1,0,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",SART1,1
ENSG00000205544,0,0,0,0,1,0,transmembrane protein 256,TMEM256,1
ENSG00000070366,0,0,0,0,1,0,SMG6 nonsense mediated mRNA decay factor,SMG6,1
ENSG00000185864,0,0,0,0,1,0,nuclear pore complex interacting protein family member B4,NPIPB4,1
ENSG00000275023,0,0,0,0,1,0,"MLLT6, PHD finger containing",MLLT6,1
ENSG00000164096,0,0,0,0,1,0,chromosome 4 open reading frame 3,C4orf3,1
ENSG00000123552,0,0,0,0,1,0,ubiquitin specific peptidase 45,USP45,1
ENSG00000127616,0,0,0,0,1,0,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4,1
ENSG00000104154,0,0,0,0,1,0,solute carrier family 30 member 4,SLC30A4,1
ENSG00000142039,0,0,0,0,1,0,coiled-coil domain containing 97,CCDC97,1
ENSG00000152684,0,0,0,0,1,0,pelota mRNA surveillance and ribosome rescue factor,PELO,1
ENSG00000149084,0,0,0,0,1,0,hydroxysteroid 17-beta dehydrogenase 12,HSD17B12,1
ENSG00000156304,0,0,0,0,1,0,SR-related CTD associated factor 4,SCAF4,1
ENSG00000153443,0,0,0,0,1,0,UBA like domain containing 1,UBALD1,1
ENSG00000180228,0,0,0,0,1,0,protein activator of interferon induced protein kinase EIF2AK2,PRKRA,1
ENSG00000081692,0,0,0,0,1,0,jumonji domain containing 4,JMJD4,1
ENSG00000153561,0,0,0,0,1,0,required for meiotic nuclear division 5 homolog A,RMND5A,1
ENSG00000184575,0,0,0,0,1,0,exportin for tRNA,XPOT,1
ENSG00000186665,0,0,0,0,1,0,chromosome 17 open reading frame 58,C17orf58,1
ENSG00000235619,0,0,0,0,1,0,NA,NA,1
ENSG00000176871,0,0,0,0,1,0,WD repeat and SOCS box containing 2,WSB2,1
ENSG00000146776,0,0,0,0,1,0,ataxin 7 like 1,ATXN7L1,1
ENSG00000278505,0,0,0,0,1,0,chromosome 17 open reading frame 78,C17orf78,1
ENSG00000168806,0,0,0,0,1,0,leucine carboxyl methyltransferase 2,LCMT2,1
ENSG00000241890,0,0,0,0,1,0,NA,NA,1
ENSG00000166575,0,0,0,0,1,0,transmembrane protein 135,TMEM135,1
ENSG00000235655,0,0,0,0,1,0,NA,NA,1
ENSG00000066027,0,0,0,0,1,0,protein phosphatase 2 regulatory subunit B'alpha,PPP2R5A,1
ENSG00000103266,0,0,0,0,1,0,STIP1 homology and U-box containing protein 1,STUB1,1
ENSG00000110075,0,0,0,0,1,0,protein phosphatase 6 regulatory subunit 3,PPP6R3,1
ENSG00000100354,0,0,0,0,1,0,trinucleotide repeat containing adaptor 6B,TNRC6B,1
ENSG00000127022,0,0,0,0,1,0,calnexin,CANX,1
ENSG00000180008,0,0,0,0,1,0,suppressor of cytokine signaling 4,SOCS4,1
ENSG00000100650,0,0,0,0,1,0,serine and arginine rich splicing factor 5,SRSF5,1
ENSG00000134884,0,0,0,0,1,0,arginine and glutamate rich 1,ARGLU1,1
ENSG00000136379,0,0,0,0,1,0,abhydrolase domain containing 17C,ABHD17C,1
ENSG00000102245,0,0,0,0,1,0,CD40 ligand,CD40LG,1
ENSG00000104687,0,0,0,0,1,0,glutathione-disulfide reductase,GSR,1
ENSG00000148303,0,0,0,0,1,0,ribosomal protein L7a,RPL7A,1
ENSG00000231584,0,0,0,0,1,0,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene",FAHD2CP,1
ENSG00000178385,0,0,0,0,1,0,pleckstrin homology domain containing M3,PLEKHM3,1
ENSG00000108561,0,0,0,0,1,0,complement C1q binding protein,C1QBP,1
ENSG00000184182,0,0,0,0,1,0,ubiquitin conjugating enzyme E2 F (putative),UBE2F,1
ENSG00000277149,0,0,0,0,1,0,tRNA-yW synthesizing protein 1 homolog B,TYW1B,1
ENSG00000154582,0,0,0,0,1,0,elongin C,ELOC,1
ENSG00000101473,0,0,0,0,1,0,acyl-CoA thioesterase 8,ACOT8,1
ENSG00000142541,0,0,0,0,1,0,ribosomal protein L13a,RPL13A,1
ENSG00000118096,0,0,0,0,1,0,intraflagellar transport 46,IFT46,1
ENSG00000158296,0,0,0,0,1,0,solute carrier family 13 member 3,SLC13A3,1
ENSG00000122642,0,0,0,0,1,0,FKBP prolyl isomerase 9,FKBP9,1
ENSG00000158201,0,0,0,0,1,0,abhydrolase domain containing 3,ABHD3,1
ENSG00000156097,0,0,0,0,1,0,G protein-coupled receptor 61,GPR61,1
ENSG00000179632,0,0,0,0,1,0,"MAF1 homolog, negative regulator of RNA polymerase III",MAF1,1
ENSG00000243943,0,0,0,0,1,0,zinc finger protein 512,ZNF512,1
ENSG00000172456,0,0,0,0,1,0,FGGY carbohydrate kinase domain containing,FGGY,1
ENSG00000180776,0,0,0,0,1,0,zinc finger DHHC-type containing 20,ZDHHC20,1
ENSG00000197746,0,0,0,0,1,0,prosaposin,PSAP,1
ENSG00000106615,0,0,0,0,1,0,"Ras homolog, mTORC1 binding",RHEB,1
ENSG00000155980,0,0,0,0,1,0,kinesin family member 5A,KIF5A,1
ENSG00000104904,0,0,0,0,1,0,ornithine decarboxylase antizyme 1,OAZ1,1
ENSG00000116288,0,0,0,0,1,0,Parkinsonism associated deglycase,PARK7,1
ENSG00000277053,0,0,0,0,1,0,general transcription factor IIi pseudogene 1,GTF2IP1,1
ENSG00000168291,0,0,0,0,1,0,pyruvate dehydrogenase E1 beta subunit,PDHB,1
ENSG00000159147,0,0,0,0,1,0,downstream neighbor of SON,DONSON,1
ENSG00000104133,0,0,0,0,1,0,"SPG11 vesicle trafficking associated, spatacsin",SPG11,1
ENSG00000198855,0,0,0,0,1,0,FIC domain containing,FICD,1
ENSG00000049540,0,0,0,0,1,0,elastin,ELN,1
ENSG00000099203,0,0,0,0,1,0,transmembrane p24 trafficking protein 1,TMED1,1
ENSG00000111011,0,0,0,0,1,0,arginine and serine rich coiled-coil 2,RSRC2,1
ENSG00000153253,0,0,0,0,1,0,sodium voltage-gated channel alpha subunit 3,SCN3A,1
ENSG00000149972,0,0,0,0,1,0,contactin 5,CNTN5,1
ENSG00000117118,0,0,0,0,1,0,succinate dehydrogenase complex iron sulfur subunit B,SDHB,1
ENSG00000109846,0,0,0,0,1,0,crystallin alpha B,CRYAB,1
ENSG00000173812,0,0,0,0,1,0,eukaryotic translation initiation factor 1,EIF1,1
ENSG00000111057,0,0,0,0,1,0,keratin 18,KRT18,1
ENSG00000136943,0,0,0,0,1,0,cathepsin V,CTSV,1
ENSG00000073921,0,0,0,0,1,0,phosphatidylinositol binding clathrin assembly protein,PICALM,1
ENSG00000100280,0,0,0,0,1,0,adaptor related protein complex 1 subunit beta 1,AP1B1,1
ENSG00000145757,0,0,0,0,1,0,spermatogenesis associated 9,SPATA9,1
ENSG00000164535,0,0,0,0,1,0,diacylglycerol lipase beta,DAGLB,1
ENSG00000102316,0,0,0,0,1,0,MAGE family member D2,MAGED2,1
ENSG00000182552,0,0,0,0,1,0,RWD domain containing 4,RWDD4,1
ENSG00000135404,0,0,0,0,1,0,CD63 molecule,CD63,1
ENSG00000177628,0,0,0,0,1,0,glucosylceramidase beta,GBA,1
ENSG00000229415,0,0,0,0,1,0,surfactant associated 3,SFTA3,1
ENSG00000112701,0,0,0,0,1,0,SUMO specific peptidase 6,SENP6,1
ENSG00000140990,0,0,0,0,1,0,NADH:ubiquinone oxidoreductase subunit B10,NDUFB10,1
ENSG00000275111,0,0,0,0,1,0,zinc finger protein 2,ZNF2,1
ENSG00000163001,0,0,0,0,1,0,cilia and flagella associated protein 36,CFAP36,1
ENSG00000170142,0,0,0,0,1,0,ubiquitin conjugating enzyme E2 E1,UBE2E1,1
ENSG00000106028,0,0,0,0,1,0,single stranded DNA binding protein 1,SSBP1,1
ENSG00000154114,0,0,0,0,1,0,tubulin folding cofactor E like,TBCEL,1
ENSG00000225663,0,0,0,0,1,0,MAPK regulated corepressor interacting protein 1,MCRIP1,1
ENSG00000239713,0,0,0,0,1,0,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,APOBEC3G,1
ENSG00000140350,0,0,0,0,1,0,acidic nuclear phosphoprotein 32 family member A,ANP32A,1
ENSG00000197894,0,0,0,0,1,0,"alcohol dehydrogenase 5 (class III), chi polypeptide",ADH5,1
ENSG00000197043,0,0,0,0,1,0,annexin A6,ANXA6,1
ENSG00000092841,0,0,0,0,1,0,myosin light chain 6,MYL6,1
ENSG00000243989,0,0,0,0,1,0,aminoacylase 1,ACY1,1
ENSG00000139168,0,0,0,0,1,0,zinc finger CCHC-type and RNA binding motif containing 1,ZCRB1,1
ENSG00000269858,0,0,0,0,1,0,egl-9 family hypoxia inducible factor 2,EGLN2,1
ENSG00000147724,0,0,0,0,1,0,family with sequence similarity 135 member B,FAM135B,1
ENSG00000091138,0,0,0,0,1,0,solute carrier family 26 member 3,SLC26A3,1
ENSG00000127445,0,0,0,0,1,0,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1,1
ENSG00000146067,0,0,0,0,1,0,family with sequence similarity 193 member B,FAM193B,1
ENSG00000148110,0,0,0,0,1,0,major facilitator superfamily domain containing 14B,MFSD14B,1
ENSG00000008988,0,0,0,0,1,0,ribosomal protein S20,RPS20,1
ENSG00000167302,0,0,0,0,1,0,TEPSIN adaptor related protein complex 4 accessory protein,TEPSIN,1
ENSG00000161970,0,0,0,0,1,0,ribosomal protein L26,RPL26,1
